flow_id,src_ip,src_port,dest_ip,dest_port,proto,timestamp,duration,ground_truth_label,expected_sid,split
FLOW_000049,172.16.0.1,49200,192.168.10.50,80,TCP,2017-07-06T13:21:12+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000050,172.16.0.1,49201,192.168.10.50,80,TCP,2017-07-06T13:21:13.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000051,172.16.0.1,49202,192.168.10.50,80,TCP,2017-07-06T13:21:15+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000052,172.16.0.1,49203,192.168.10.50,80,TCP,2017-07-06T13:21:16.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000053,172.16.0.1,49204,192.168.10.50,80,TCP,2017-07-06T13:21:18+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000054,172.16.0.1,49205,192.168.10.50,80,TCP,2017-07-06T13:21:19.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000055,172.16.0.1,49206,192.168.10.50,80,TCP,2017-07-06T13:21:21+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000056,172.16.0.1,49207,192.168.10.50,80,TCP,2017-07-06T13:21:22.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000057,172.16.0.1,49208,192.168.10.50,80,TCP,2017-07-06T13:21:24+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000058,172.16.0.1,49209,192.168.10.50,80,TCP,2017-07-06T13:21:25.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000059,172.16.0.1,49210,192.168.10.50,80,TCP,2017-07-06T13:21:27+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000060,172.16.0.1,49211,192.168.10.50,80,TCP,2017-07-06T13:21:28.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000061,172.16.0.1,49212,192.168.10.50,80,TCP,2017-07-06T13:21:30+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000062,172.16.0.1,49213,192.168.10.50,80,TCP,2017-07-06T13:21:31.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000063,172.16.0.1,49214,192.168.10.50,80,TCP,2017-07-06T13:21:33+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000064,172.16.0.1,49215,192.168.10.50,80,TCP,2017-07-06T13:21:34.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000065,172.16.0.1,49216,192.168.10.50,80,TCP,2017-07-06T13:21:36+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000066,172.16.0.1,49217,192.168.10.50,80,TCP,2017-07-06T13:21:37.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000067,172.16.0.1,49218,192.168.10.50,80,TCP,2017-07-06T13:21:39+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000068,172.16.0.1,49219,192.168.10.50,80,TCP,2017-07-06T13:21:40.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000069,172.16.0.1,49220,192.168.10.50,80,TCP,2017-07-06T13:21:42+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000070,172.16.0.1,49221,192.168.10.50,80,TCP,2017-07-06T13:21:43.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000071,172.16.0.1,49222,192.168.10.50,80,TCP,2017-07-06T13:21:45+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000072,172.16.0.1,49223,192.168.10.50,80,TCP,2017-07-06T13:21:46.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000073,172.16.0.1,49224,192.168.10.50,80,TCP,2017-07-06T13:21:48+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000074,172.16.0.1,49225,192.168.10.50,80,TCP,2017-07-06T13:21:49.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000075,172.16.0.1,49226,192.168.10.50,80,TCP,2017-07-06T13:21:51+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000076,172.16.0.1,49227,192.168.10.50,80,TCP,2017-07-06T13:21:52.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000077,172.16.0.1,49228,192.168.10.50,80,TCP,2017-07-06T13:21:54+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000078,172.16.0.1,49229,192.168.10.50,80,TCP,2017-07-06T13:21:55.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000079,172.16.0.1,49230,192.168.10.50,80,TCP,2017-07-06T13:21:57+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000080,172.16.0.1,49231,192.168.10.50,80,TCP,2017-07-06T13:21:58.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000081,172.16.0.1,49232,192.168.10.50,80,TCP,2017-07-06T13:22:00+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000082,172.16.0.1,49233,192.168.10.50,80,TCP,2017-07-06T13:22:01.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000083,172.16.0.1,49234,192.168.10.50,80,TCP,2017-07-06T13:22:03+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000084,172.16.0.1,49235,192.168.10.50,80,TCP,2017-07-06T13:22:04.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000085,172.16.0.1,49236,192.168.10.50,80,TCP,2017-07-06T13:22:06+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000086,172.16.0.1,49237,192.168.10.50,80,TCP,2017-07-06T13:22:07.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000087,172.16.0.1,49238,192.168.10.50,80,TCP,2017-07-06T13:22:09+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000088,172.16.0.1,49239,192.168.10.50,80,TCP,2017-07-06T13:22:10.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000089,172.16.0.1,49240,192.168.10.50,80,TCP,2017-07-06T13:22:12+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000090,172.16.0.1,49241,192.168.10.50,80,TCP,2017-07-06T13:22:13.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000091,172.16.0.1,49242,192.168.10.50,80,TCP,2017-07-06T13:22:15+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000092,172.16.0.1,49243,192.168.10.50,80,TCP,2017-07-06T13:22:16.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000093,172.16.0.1,49244,192.168.10.50,80,TCP,2017-07-06T13:22:18+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000094,172.16.0.1,49245,192.168.10.50,80,TCP,2017-07-06T13:22:19.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000095,172.16.0.1,49246,192.168.10.50,80,TCP,2017-07-06T13:22:21+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000096,172.16.0.1,49247,192.168.10.50,80,TCP,2017-07-06T13:22:22.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000097,172.16.0.1,49248,192.168.10.50,80,TCP,2017-07-06T13:22:24+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000098,172.16.0.1,49249,192.168.10.50,80,TCP,2017-07-06T13:22:25.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000099,172.16.0.1,49250,192.168.10.50,80,TCP,2017-07-06T13:22:27+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000100,172.16.0.1,49251,192.168.10.50,80,TCP,2017-07-06T13:22:28.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000101,172.16.0.1,49252,192.168.10.50,80,TCP,2017-07-06T13:22:30+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000102,172.16.0.1,49253,192.168.10.50,80,TCP,2017-07-06T13:22:31.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000103,172.16.0.1,49254,192.168.10.50,80,TCP,2017-07-06T13:22:33+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000104,172.16.0.1,49255,192.168.10.50,80,TCP,2017-07-06T13:22:34.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000105,172.16.0.1,49256,192.168.10.50,80,TCP,2017-07-06T13:22:36+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000106,172.16.0.1,49257,192.168.10.50,80,TCP,2017-07-06T13:22:37.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000107,172.16.0.1,49258,192.168.10.50,80,TCP,2017-07-06T13:22:39+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000108,172.16.0.1,49259,192.168.10.50,80,TCP,2017-07-06T13:22:40.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000109,172.16.0.1,49260,192.168.10.50,80,TCP,2017-07-06T13:22:42+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000110,172.16.0.1,49261,192.168.10.50,80,TCP,2017-07-06T13:22:43.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000111,172.16.0.1,49262,192.168.10.50,80,TCP,2017-07-06T13:22:45+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000112,172.16.0.1,49263,192.168.10.50,80,TCP,2017-07-06T13:22:46.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000113,172.16.0.1,49264,192.168.10.50,80,TCP,2017-07-06T13:22:48+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000114,172.16.0.1,49265,192.168.10.50,80,TCP,2017-07-06T13:22:49.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000115,172.16.0.1,49266,192.168.10.50,80,TCP,2017-07-06T13:22:51+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000116,172.16.0.1,49267,192.168.10.50,80,TCP,2017-07-06T13:22:52.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000117,172.16.0.1,49268,192.168.10.50,80,TCP,2017-07-06T13:22:54+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000118,172.16.0.1,49269,192.168.10.50,80,TCP,2017-07-06T13:22:55.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000119,172.16.0.1,49270,192.168.10.50,80,TCP,2017-07-06T13:22:57+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000120,172.16.0.1,49271,192.168.10.50,80,TCP,2017-07-06T13:22:58.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000121,172.16.0.1,49272,192.168.10.50,80,TCP,2017-07-06T13:23:00+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000122,172.16.0.1,49273,192.168.10.50,80,TCP,2017-07-06T13:23:01.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000123,172.16.0.1,49274,192.168.10.50,80,TCP,2017-07-06T13:23:03+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000124,172.16.0.1,49275,192.168.10.50,80,TCP,2017-07-06T13:23:04.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000125,172.16.0.1,49276,192.168.10.50,80,TCP,2017-07-06T13:23:06+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000126,172.16.0.1,49277,192.168.10.50,80,TCP,2017-07-06T13:23:07.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000127,172.16.0.1,49278,192.168.10.50,80,TCP,2017-07-06T13:23:09+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000128,172.16.0.1,49279,192.168.10.50,80,TCP,2017-07-06T13:23:10.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000129,172.16.0.1,49280,192.168.10.50,80,TCP,2017-07-06T13:23:12+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000130,172.16.0.1,49281,192.168.10.50,80,TCP,2017-07-06T13:23:13.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000131,172.16.0.1,49282,192.168.10.50,80,TCP,2017-07-06T13:23:15+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000132,172.16.0.1,49283,192.168.10.50,80,TCP,2017-07-06T13:23:16.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000133,172.16.0.1,49284,192.168.10.50,80,TCP,2017-07-06T13:23:18+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000134,172.16.0.1,49285,192.168.10.50,80,TCP,2017-07-06T13:23:19.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000135,172.16.0.1,49286,192.168.10.50,80,TCP,2017-07-06T13:23:21+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000136,172.16.0.1,49287,192.168.10.50,80,TCP,2017-07-06T13:23:22.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000137,172.16.0.1,49288,192.168.10.50,80,TCP,2017-07-06T13:23:24+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000138,172.16.0.1,49289,192.168.10.50,80,TCP,2017-07-06T13:23:25.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000139,172.16.0.1,49290,192.168.10.50,80,TCP,2017-07-06T13:23:27+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000140,172.16.0.1,49291,192.168.10.50,80,TCP,2017-07-06T13:23:28.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000141,172.16.0.1,49292,192.168.10.50,80,TCP,2017-07-06T13:23:30+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000142,172.16.0.1,49293,192.168.10.50,80,TCP,2017-07-06T13:23:31.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000143,172.16.0.1,49294,192.168.10.50,80,TCP,2017-07-06T13:23:33+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000144,172.16.0.1,49295,192.168.10.50,80,TCP,2017-07-06T13:23:34.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000145,172.16.0.1,49296,192.168.10.50,80,TCP,2017-07-06T13:23:36+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000146,172.16.0.1,49297,192.168.10.50,80,TCP,2017-07-06T13:23:37.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000147,172.16.0.1,49298,192.168.10.50,80,TCP,2017-07-06T13:23:39+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000148,172.16.0.1,49299,192.168.10.50,80,TCP,2017-07-06T13:23:40.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000149,172.16.0.1,49300,192.168.10.50,80,TCP,2017-07-06T13:23:42+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000150,172.16.0.1,49301,192.168.10.50,80,TCP,2017-07-06T13:23:43.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000151,172.16.0.1,49302,192.168.10.50,80,TCP,2017-07-06T13:23:45+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000152,172.16.0.1,49303,192.168.10.50,80,TCP,2017-07-06T13:23:46.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000153,172.16.0.1,49304,192.168.10.50,80,TCP,2017-07-06T13:23:48+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000154,172.16.0.1,49305,192.168.10.50,80,TCP,2017-07-06T13:23:49.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000155,172.16.0.1,49306,192.168.10.50,80,TCP,2017-07-06T13:23:51+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000156,172.16.0.1,49307,192.168.10.50,80,TCP,2017-07-06T13:23:52.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000157,172.16.0.1,49308,192.168.10.50,80,TCP,2017-07-06T13:23:54+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000158,172.16.0.1,49309,192.168.10.50,80,TCP,2017-07-06T13:23:55.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000159,172.16.0.1,49310,192.168.10.50,80,TCP,2017-07-06T13:23:57+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000160,172.16.0.1,49311,192.168.10.50,80,TCP,2017-07-06T13:23:58.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000161,172.16.0.1,49312,192.168.10.50,80,TCP,2017-07-06T13:24:00+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000162,172.16.0.1,49313,192.168.10.50,80,TCP,2017-07-06T13:24:01.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000163,172.16.0.1,49314,192.168.10.50,80,TCP,2017-07-06T13:24:03+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000164,172.16.0.1,49315,192.168.10.50,80,TCP,2017-07-06T13:24:04.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000165,172.16.0.1,49316,192.168.10.50,80,TCP,2017-07-06T13:24:06+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000166,172.16.0.1,49317,192.168.10.50,80,TCP,2017-07-06T13:24:07.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000167,172.16.0.1,49318,192.168.10.50,80,TCP,2017-07-06T13:24:09+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000168,172.16.0.1,49319,192.168.10.50,80,TCP,2017-07-06T13:24:10.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000169,172.16.0.1,49320,192.168.10.50,80,TCP,2017-07-06T13:24:12+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000170,172.16.0.1,49321,192.168.10.50,80,TCP,2017-07-06T13:24:13.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000171,172.16.0.1,49322,192.168.10.50,80,TCP,2017-07-06T13:24:15+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000172,172.16.0.1,49323,192.168.10.50,80,TCP,2017-07-06T13:24:16.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000173,172.16.0.1,49324,192.168.10.50,80,TCP,2017-07-06T13:24:18+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000174,172.16.0.1,49325,192.168.10.50,80,TCP,2017-07-06T13:24:19.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000175,172.16.0.1,49326,192.168.10.50,80,TCP,2017-07-06T13:24:21+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000176,172.16.0.1,49327,192.168.10.50,80,TCP,2017-07-06T13:24:22.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000177,172.16.0.1,49328,192.168.10.50,80,TCP,2017-07-06T13:24:24+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000178,172.16.0.1,49329,192.168.10.50,80,TCP,2017-07-06T13:24:25.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000179,172.16.0.1,49330,192.168.10.50,80,TCP,2017-07-06T13:24:27+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000180,172.16.0.1,49331,192.168.10.50,80,TCP,2017-07-06T13:24:28.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000181,172.16.0.1,49332,192.168.10.50,80,TCP,2017-07-06T13:24:30+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000182,172.16.0.1,49333,192.168.10.50,80,TCP,2017-07-06T13:24:31.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000183,172.16.0.1,49334,192.168.10.50,80,TCP,2017-07-06T13:24:33+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000184,172.16.0.1,49335,192.168.10.50,80,TCP,2017-07-06T13:24:34.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000185,172.16.0.1,49336,192.168.10.50,80,TCP,2017-07-06T13:24:36+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000186,172.16.0.1,49337,192.168.10.50,80,TCP,2017-07-06T13:24:37.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000187,172.16.0.1,49338,192.168.10.50,80,TCP,2017-07-06T13:24:39+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000188,172.16.0.1,49339,192.168.10.50,80,TCP,2017-07-06T13:24:40.500000+00:00,0.05,Web Attack - Brute Force,1000014,test
FLOW_000189,172.16.0.1,49340,192.168.10.50,80,TCP,2017-07-06T13:24:42+00:00,0.05,Web Attack - Brute Force,1000014,test
